Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time,"Exp Type"
NOK,13.9268,Call,14,2026-06-18T16:30:00-05:00,2,"0.38 x 5","0.40 x 497",0.38,600,bid,22800,2714,75419,99.37%,0.48701801774608,SLAN,N/A,"10:56:58 ET",M
NOK,13.7999,Call,18,2026-09-18T16:30:00-05:00,94,"1.06 x 47","1.09 x 107",1.06,202,bid,21400,8960,31483,83.00%,0.34248732815283,SLAN,N/A,"13:40:20 ET",M
NOK,14.02,Call,17,2026-08-21T16:30:00-05:00,66,"1.02 x 165","1.07 x 277",1.07,200,ask,21400,1835,7532,84.88%,0.36651841459024,SLAN,N/A,"14:33:38 ET",M
NOK,13.755,Call,18,2026-09-18T16:30:00-05:00,94,"1.06 x 178","1.08 x 41",1.06,192,bid,20300,8738,31483,83.60%,0.34183716081544,SLAN,N/A,"13:38:16 ET",M
NOK,13.775,Call,18,2026-09-18T16:30:00-05:00,94,"1.06 x 567","1.09 x 109",1.06,185,bid,19600,8516,31483,83.33%,0.34212514267519,SLAN,N/A,"13:35:59 ET",M
NOK,13.875,Call,16,2026-07-31T16:30:00-05:00,45,"0.98 x 200","1.12 x 979",0.98,200,bid,19600,226,79,86.65%,0.37976618616322,AUTO,SellToOpen,"12:48:27 ET",W
NOK,14.3768,Call,20,2026-09-18T16:30:00-05:00,94,"0.97 x 200","1.01 x 513",0.97,200,bid,19400,1462,48070,85.86%,0.29967115846664,AUTO,N/A,"10:09:31 ET",M
NOK,13.895,Call,17,2026-08-21T16:30:00-05:00,66,"0.99 x 73","1.02 x 72",1.02,187,ask,19000,843,7532,84.67%,0.35652822757262,AUTO,N/A,"12:26:05 ET",M
NOK,14.01,Call,14,2026-06-18T16:30:00-05:00,2,"0.40 x 119","0.44 x 510",0.42,453,mid,19000,5456,75419,98.91%,0.51927452663629,SLAN,N/A,"11:09:22 ET",M
NOK,13.96,Call,16,2026-07-17T16:30:00-05:00,31,"0.61 x 50","0.63 x 80",0.61,300,bid,18300,2266,36900,80.09%,0.3233809978145,SLAN,N/A,"10:53:55 ET",M
NOK,14.65,Call,15.5,2026-07-02T16:30:00-05:00,16,"0.55 x 357","0.62 x 47",0.59,300,mid,17700,402,1307,78.86%,0.40044961422729,SLAN,N/A,"09:50:03 ET",W
NOK,13.935,Call,14,2026-06-18T16:30:00-05:00,2,"0.37 x 120","0.38 x 465",0.38,465,ask,17600,3287,75419,99.61%,0.49030467116835,AUTO,N/A,"11:04:05 ET",M
NOK,14.135,Call,15,2026-07-17T16:30:00-05:00,31,"0.91 x 8","0.93 x 2",0.92,192,mid,17600,5929,82619,77.55%,0.44428874061104,AUTO,N/A,"10:38:58 ET",M
NOK,14.65,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.42 x 200","0.44 x 30",0.44,400,ask,17600,1980,6314,81.62%,0.36518030483683,SLAN,N/A,"09:49:58 ET",W
NOK,14.165,Call,15,2026-07-02T16:30:00-05:00,16,"0.61 x 10","0.63 x 21",0.61,288,bid,17500,358,3153,79.32%,0.39932690430083,SLAN,N/A,"10:19:16 ET",W
NOK,14.11,Call,15,2026-07-17T16:30:00-05:00,31,"0.90 x 151","0.92 x 2",0.9,193,bid,17300,4582,82619,77.00%,0.44014565221587,AUTO,N/A,"10:24:15 ET",M
NOK,13.865,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.17 x 112","0.18 x 10",0.17,1000,bid,17000,10726,6832,98.25%,0.28181014733549,SLAN,N/A,"11:46:20 ET",M
NOK,14.4775,Put,14.5,2026-06-18T16:30:00-05:00,2,"0.32 x 92","0.37 x 1154",0.33,511,mid,16800,555,25747,102.79%,-0.4923020853,AUTO,N/A,"09:30:53 ET",M
NOK,14.37,Call,16,2026-07-17T16:30:00-05:00,31,"0.77 x 4","0.80 x 10",0.77,216,bid,16600,970,36900,82.80%,0.37619695564327,SLAN,N/A,"09:36:06 ET",M
NOK,14.165,Call,20,2026-08-21T16:30:00-05:00,66,"0.61 x 3","0.66 x 169",0.65,253,mid,16400,1265,25133,89.40%,0.24033454844168,AUTO,N/A,"10:19:43 ET",M
NOK,13.955,Put,13,2026-06-26T16:30:00-05:00,10,"0.29 x 504","0.32 x 2",0.32,500,ask,16000,1801,6271,77.98%,-0.2679372604,SLFT,N/A,"15:09:32 ET",W
NOK,13.98,Call,15,2026-06-26T16:30:00-05:00,10,"0.35 x 497","0.38 x 400",0.38,400,ask,15200,9970,12569,82.60%,0.3293855656855,AUTO,N/A,"15:21:07 ET",W
NOK,13.875,Call,14,2026-06-18T16:30:00-05:00,2,"0.35 x 100","0.36 x 145",0.36,418,ask,15000,7238,75419,100.52%,0.46755555468579,AUTO,N/A,"11:39:57 ET",M
NOK,14.165,Put,14,2026-06-18T16:30:00-05:00,2,"0.28 x 158","0.30 x 499",0.3,499,ask,14900,4572,59780,92.05%,-0.4176329788,AUTO,N/A,"10:16:51 ET",M
NOK,13.98,Put,13,2026-06-26T16:30:00-05:00,10,"0.30 x 492","0.33 x 1",0.3,492,bid,14700,2314,6271,78.19%,-0.2638437267,AUTO,N/A,"15:21:07 ET",W
NOK,14.045,Put,14,2026-06-26T16:30:00-05:00,10,"0.70 x 25","0.71 x 196",0.71,204,ask,14400,1075,19993,78.59%,-0.4623348976,ISOI,N/A,"10:47:33 ET",W
NOK,14.045,Call,16,2026-07-10T16:30:00-05:00,24,"0.50 x 284","0.53 x 216",0.5,284,bid,14200,432,2323,79.24%,0.2975132766974,AUTO,N/A,"10:46:29 ET",W
NOK,14.075,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.26 x 79","0.28 x 6",0.26,539,bid,14000,4871,6314,80.88%,0.25844805490406,SLAN,N/A,"15:27:05 ET",W
NOK,14.485,Put,13,2026-07-17T16:30:00-05:00,31,"0.53 x 564","0.59 x 88",0.56,250,mid,14000,1973,20313,74.21%,-0.2681544631,SLAN,N/A,"09:59:30 ET",M
NOK,13.755,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.13 x 156","0.14 x 203",0.14,1000,ask,14000,14022,6832,96.37%,0.24140809762326,SLAN,N/A,"13:39:25 ET",M
NOK,14.3768,Call,20,2026-08-21T16:30:00-05:00,66,"0.67 x 9","0.71 x 53",0.7,200,mid,14000,915,25133,89.03%,0.25126373883875,AUTO,N/A,"10:09:24 ET",M
NOK,14.485,Put,13,2026-07-17T16:30:00-05:00,31,"0.53 x 564","0.59 x 88",0.55,250,mid,13700,1973,20313,74.21%,-0.2681544631,SLAN,N/A,"09:59:34 ET",M
NOK,13.9,Call,14,2026-06-26T16:30:00-05:00,10,"0.69 x 238","0.70 x 108",0.69,199,bid,13700,608,4990,80.87%,0.5074214145528,AUTO,N/A,"11:49:55 ET",W
NOK,14.045,Put,14,2026-06-18T16:30:00-05:00,2,"0.35 x 137","0.36 x 2",0.35,382,bid,13300,6310,59780,97.35%,-0.4671918137,AUTO,N/A,"10:30:43 ET",M
NOK,14.65,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.42 x 200","0.44 x 34",0.42,300,bid,12600,1980,6314,81.62%,0.36518030483683,SLAN,N/A,"09:49:44 ET",W
NOK,14.015,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.23 x 503","0.25 x 297",0.25,500,ask,12500,6010,6314,82.27%,0.25259179551138,ISOI,N/A,"15:55:59 ET",W
NOK,13.875,Call,15.5,2026-07-10T16:30:00-05:00,24,"0.54 x 912","0.58 x 219",0.54,228,bid,12300,501,1572,79.29%,0.33180547796945,AUTO,N/A,"13:54:37 ET",W
NOK,14.65,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.43 x 285","0.44 x 14",0.43,285,bid,12200,1980,6314,81.62%,0.36518030483683,AUTO,N/A,"09:49:40 ET",W
NOK,13.9268,Call,16,2026-07-17T16:30:00-05:00,31,"0.58 x 37","0.61 x 309",0.6,200,mid,12000,2696,36900,79.10%,0.31660289344393,MLET,N/A,"10:58:17 ET",M
NOK,14.015,Call,14,2026-06-18T16:30:00-05:00,2,"0.39 x 67","0.40 x 2",0.39,300,bid,11700,28225,75419,94.66%,0.52088730724636,SLAN,N/A,"15:05:56 ET",M
NOK,14.0482,Call,15,2026-06-18T16:30:00-05:00,2,"0.10 x 221","0.11 x 213",0.11,959,ask,10500,17930,107088,101.32%,0.20194669758941,SLAN,N/A,"14:42:58 ET",M
NOK,14.485,Put,14,2026-06-18T16:30:00-05:00,2,"0.21 x 173","0.22 x 496",0.21,496,bid,10400,3294,59780,97.07%,-0.304378899,AUTO,N/A,"10:03:12 ET",M
NOK,13.951,Put,13.5,2026-06-26T16:30:00-05:00,10,"0.51 x 1","0.52 x 1",0.52,199,ask,10300,1027,3403,80.89%,-0.3755083349,SLAN,N/A,"11:28:56 ET",W
NOK,13.975,Call,16.5,2026-06-18T16:30:00-05:00,2,"0.01 x 57","0.02 x 62",0.01,10000,bid,10000,10685,10518,118.44%,0.032242942616118,MLFT,N/A,"14:53:54 ET",M
NOK,13.94,Call,17,2026-07-17T16:30:00-05:00,31,"0.43 x 37","0.44 x 1",0.43,230,bid,9800,1419,45565,82.88%,0.24455677963915,SLAN,N/A,"11:24:21 ET",M
NOK,14.02,Call,14,2026-06-18T16:30:00-05:00,2,"0.40 x 1","0.42 x 237",0.41,235,mid,9600,16546,75419,94.02%,0.52288266194461,AUTO,N/A,"14:35:13 ET",M
NOK,13.9268,Put,14,2026-06-18T16:30:00-05:00,2,"0.41 x 96","0.42 x 225",0.42,227,ask,9500,7999,59780,95.41%,-0.5148247386,AUTO,N/A,"10:57:10 ET",M
NOK,13.9672,Call,17,2026-07-17T16:30:00-05:00,31,"0.45 x 202","0.46 x 127",0.45,209,bid,9400,1802,45565,83.91%,0.2507084723756,AUTO,N/A,"11:36:19 ET",M
NOK,14.045,Call,14,2026-06-18T16:30:00-05:00,2,"0.47 x 93","0.47 x 36",0.47,200,ask,9400,1399,75419,99.30%,0.53282794877232,AUTO,N/A,"10:30:54 ET",M
NOK,14.6,Call,15,2026-06-18T16:30:00-05:00,2,"0.29 x 311","0.29 x 10",0.29,311,ask,9000,3697,107088,103.29%,0.37699156973063,AUTO,N/A,"09:56:15 ET",M
NOK,13.925,Call,30,2026-10-16T16:30:00-05:00,122,"0.39 x 2","0.42 x 200",0.42,200,ask,8400,821,9251,95.28%,0.13498100910492,AUTO,N/A,"11:57:22 ET",M
NOK,14.485,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.42 x 200","0.45 x 1",0.42,200,bid,8400,2325,6314,81.35%,0.33347527904782,AUTO,N/A,"10:01:56 ET",W
NOK,13.9268,Call,17,2026-07-17T16:30:00-05:00,31,"0.42 x 43","0.43 x 181",0.42,200,bid,8400,1103,45565,81.95%,0.24001450551773,MLET,N/A,"10:58:17 ET",M
NOK,14.135,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.30 x 274","0.31 x 178",0.3,274,bid,8200,3056,6314,82.07%,0.27241944935337,AUTO,N/A,"10:39:49 ET",W
NOK,14.3768,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.38 x 208","0.39 x 53",0.38,208,bid,7900,2625,6314,81.35%,0.31347384019624,AUTO,N/A,"10:09:10 ET",W
NOK,14.44,Call,15.5,2026-06-26T16:30:00-05:00,10,"0.39 x 200","0.39 x 13",0.39,200,ask,7800,665,6314,83.65%,0.33095958039868,AUTO,N/A,"09:40:16 ET",W
NOK,14.485,Call,15.5,2026-06-18T16:30:00-05:00,2,"0.10 x 735","0.12 x 186",0.1,735,bid,7300,3248,17605,105.46%,0.20420082373881,AUTO,N/A,"10:03:42 ET",M
NOK,14.04,Call,15,2026-06-18T16:30:00-05:00,2,"0.10 x 410","0.13 x 1",0.12,581,mid,6900,15471,107088,103.59%,0.20543003556332,SLAN,N/A,"14:31:45 ET",M
NOK,13.985,Call,15,2026-06-18T16:30:00-05:00,2,"0.10 x 118","0.11 x 503",0.1,691,bid,6900,21677,107088,98.48%,0.17807152646735,AUTO,N/A,"15:49:21 ET",M
NOK,14.44,Put,14,2026-06-18T16:30:00-05:00,2,"0.23 x 127","0.25 x 1",0.23,299,bid,6800,796,59780,101.23%,-0.3255314894,AUTO,N/A,"09:43:04 ET",M
NOK,13.865,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.16 x 489","0.17 x 42",0.16,419,bid,6700,10726,6832,98.25%,0.28181014733549,AUTO,N/A,"11:46:57 ET",M
NOK,13.875,Call,14,2026-06-18T16:30:00-05:00,2,"0.35 x 48","0.36 x 40",0.36,185,ask,6600,7238,75419,100.52%,0.46755555468579,AUTO,N/A,"11:39:57 ET",M
NOK,13.97,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.20 x 24","0.22 x 662",0.21,300,mid,6300,3916,6832,101.90%,0.32488267095732,SLAN,N/A,"11:06:15 ET",M
NOK,14.02,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.20 x 37","0.22 x 67",0.22,237,ask,5200,15958,6832,94.85%,0.32911715051871,AUTO,N/A,"14:34:13 ET",M
"Downloaded from Barchart.com as of 06-17-2026 03:58am CDT"
